a	a
a	ə
aaleniana	aleniana
aaleniana	ələnianə
aalenianes	alenianes
aalenianes	ələnianəs
aalenians	alenians
aalenians	ələnians
aalenià	alenia
aalenià	ələnia
aaron	aaɾon
aaron	əəɾon
ab	ab
ab	ap
ab	aβ
ababol	ababɔl
ababol	əbəbɔl
ababoleres	ababoleɾes
ababoleres	əbəboleɾəs
ababoleres	əbəbuleɾəs
abacial	abasial
abacial	əbəsial
abacials	abasials
abacials	əbəsials
abacà	abaka
abacà	əbəka
abadejo	abaded͡ʒo
abadejo	əbədeʒo
abadejo	əbədeʒu
abadia	abadia
abadia	əbədiə
abadocar	abadokaɾ
abadocar	əbədoka
abadocar	əbəduka
abaixa	abajʃa
abaixa	əbaʃə
abaixada	abajʃada
abaixada	əbəʃadə
abaixades	abajʃades
abaixades	əbəʃadəs
abaixant	abajʃant
abaixant	əbəʃan
abaixant	əbəʃant
abaixar	abajʃaɾ
abaixar	əbəʃa
abaixares	abajʃaɾes
abaixares	əbəʃaɾəs
abaixaria	abajʃaɾia
abaixaria	əbəʃəɾiə
abaixat	abajʃat
abaixat	əbəʃat
abaixats	abajʃats
abaixats	əbəʃats
abaixava	abajʃava
abaixava	əbəʃabə
abaixava	əbəʃavə
abaixes	abajʃes
abaixes	əbaʃəs
abaltida	abaltida
abaltida	əbəltidə
abaltides	abaltides
abaltides	əbəltidəs
abaltir	abaltiɾ
abaltir	əbəlti
abaltit	abaltit
abaltit	əbəltit
abaltits	abaltits
abaltits	əbəltits
abanderada	abandeɾada
abanderada	əbəndəɾadə
abanderades	abandeɾades
abanderades	əbəndəɾadəs
abanderar	abandeɾaɾ
abanderar	əbəndəɾa
abanderat	abandeɾat
abanderat	əbəndəɾat
abanderats	abandeɾats
abanderats	əbəndəɾats
abanderés	abandeɾes
abanderés	əbəndəɾes
abandona	abandona
abandona	əbəndonə
abandonada	abandonada
abandonada	əbəndonadə
abandonada	əbəndunadə
abandonades	abandonades
abandonades	əbəndonadəs
abandonades	əbəndunadəs
abandonar	abandonaɾ
abandonar	əbəndona
abandonar	əbənduna
abandonarem	abandonaɾem
abandonarem	əbəndonəɾəm
abandonarem	əbəndunəɾɛm
abandonares	abandonaɾes
abandonares	əbəndonaɾəs
abandonares	əbəndunaɾəs
abandonat	abandonat
abandonat	əbəndonat
abandonat	əbəndunat
abandonats	abandonats
abandonats	əbəndonats
abandonats	əbəndunats
abandoni	abandɔni
abandoni	əbəndɔni
abandonis	abandɔnis
abandonis	əbəndɔnis
abandono	abandono
abandono	əbəndono
abandono	əbəndonu
abandonàrem	abandonaɾem
abandonàrem	əbəndonaɾəm
abandonàrem	əbəndunaɾəm
abandó	abando
abandó	əbəndo
abans	abans
abans	əbans
abaratir	abaɾatiɾ
abaratir	əbəɾəti
abarrotar	abarotaɾ
abarrotar	əbərota
abarrotar	əbəruta
abassegar	abaseɡaɾ
abassegar	əbəsəɡa
abast	abast
abast	əbast
abasta	abasta
abasta	əbastə
abastable	abastable
abastable	əbəstablə
abastables	abastables
abastables	əbəstabləs
abastada	abastada
abastada	əbəstadə
abastades	abastades
abastades	əbəstadəs
abastar	abastaɾ
abastar	əbəsta
abastares	abastaɾes
abastares	əbəstaɾəs
abastaria	abastaɾia
abastaria	əbəstəɾiə
abastat	abastat
abastat	əbəstat
abastats	abastats
abastats	əbəstats
abastava	abastava
abastava	əbəstabə
abastava	əbəstavə
abastes	abastes
abastes	əbastəs
abasto	abasto
abasto	əbasto
abasto	əbastu
abastàrem	abastaɾem
abastàrem	əbəstaɾəm
abastàreu	abastaɾew
abastàreu	əbəstaɾəw
abastàvem	abastavem
abastàvem	əbəstabəm
abastàvem	əbəstavəm
abastàveu	abastavew
abastàveu	əbəstabəw
abastàveu	əbəstavəw
abastés	abastes
abastés	əbəstes
abastéssim	abastesim
abastéssim	əbəstesim
abastéssiu	abastesiw
abastéssiu	əbəstesiw
abastí	abasti
abastí	əbəsti
abat	abat
abat	əbat
abatem	abatem
abatem	əbətəm
abatem	əbətɛm
abateres	abateɾes
abateres	əbəteɾəs
abateu	abatɛw
abateu	əbətɛw
abati	abati
abati	əbati
abatia	abatia
abatia	əbətiə
abatis	abatis
abatis	əbatis
abato	abato
abato	əbato
abato	əbatu
abatre	abatɾe
abatre	əbatɾə
abats	abats
abats	əbats
abatuda	abatuda
abatuda	əbətudə
abatudes	abatudes
abatudes	əbətudəs
abatut	abatut
abatut	əbətut
abatuts	abatuts
abatuts	əbətuts
abaxial	abaksial
abaxial	əbəksial
abaxials	abaksials
abaxials	əbəksials
abdica	abdika
abdica	əbdikə
abdicacions	abdikasions
abdicacions	əbdikəsions
abdicació	abdikasio
abdicació	əbdikəsio
abdicada	abdikada
abdicada	əbdikadə
abdicades	abdikades
abdicades	əbdikadəs
abdicant	abdikant
abdicant	əbdikan
abdicant	əbdikant
abdicar	abdikaɾ
abdicar	əbdika
abdicarem	abdikaɾem
abdicarem	əbdikəɾəm
abdicarem	əbdikəɾɛm
abdicares	abdikaɾes
abdicares	əbdikaɾəs
abdicareu	abdikaɾew
abdicareu	əbdikəɾəw
abdicareu	əbdikəɾɛw
abdicaria	abdikaɾia
abdicaria	əbdikəɾiə
abdicarà	abdikaɾa
abdicarà	əbdikəɾa
abdicaràs	abdikaɾas
abdicaràs	əbdikəɾas
abdicaré	abdikaɾe
abdicaré	əbdikəɾe
abdicat	abdikat
abdicat	əbdikat
abdicativa	abdikativa
abdicativa	əbdikətibə
abdicativa	əbdikətivə
abdicatives	abdikatives
abdicatives	əbdikətibəs
abdicatives	əbdikətivəs
abdicats	abdikats
abdicats	əbdikats
abdicava	abdikava
abdicava	əbdikabə
abdicava	əbdikavə
abdicaves	abdikaves
abdicaves	əbdikabəs
abdicaves	əbdikavəs
abdico	abdiko
abdico	əbdiko
abdico	əbdiku
abdicàrem	abdikaɾem
abdicàrem	əbdikaɾəm
abdicàreu	abdikaɾew
abdicàreu	əbdikaɾəw
abdicàvem	abdikavem
abdicàvem	əbdikabəm
abdicàvem	əbdikavəm
abdiquem	abdikem
abdiquem	əbdikəm
abdiquem	əbdikɛm
abdiques	abdikes
abdiques	əbdikəs
abdomen	abdomen
abdomen	əbdɔmən
abdominal	abdominal
abdominal	əbdominal
abdominal	əbduminal
abdominals	abdominals
abdominals	əbdominals
abdominals	əbduminals
abducció	abduksio
abducció	əbduksio
abduir	abduiɾ
abduir	əbdui
abduïda	abduida
abduïda	əbduidə
abduïdes	abduides
abduïdes	əbduidəs
abduït	abduit
abduït	əbduit
abduïts	abduits
abduïts	əbduits
abecedari	abesedaɾi
abecedari	əbəsədaɾi
abecé	abese
abecé	əbəse
abeliana	abeliana
abeliana	əbəlianə
abelianes	abelianes
abelianes	əbəlianəs
abelià	abelia
abelià	əbəlia
abella	abeʎa
abella	əbəʎə
abella	əbɛʎə
abellir	abeʎiɾ
abellir	əbəʎi
abellot	abeʎɔt
abellot	əbəʎɔt
aberracions	aberasions
aberracions	əbərəsions
aberració	aberasio
aberració	əbərəsio
aberrant	aberant
aberrant	əbəran
aberrant	əbərant
aberrants	aberans
aberrants	əbərans
abeurada	abewɾada
abeurada	əbəwɾadə
abeurades	abewɾades
abeurades	əbəwɾadəs
abeurador	abewɾadoɾ
abeurador	əbəwɾədo
abeurar	abewɾaɾ
abeurar	əbəwɾa
abeurat	abewɾat
abeurat	əbəwɾat
abeurats	abewɾats
abeurats	əbəwɾats
abismals	abizmals
abismals	əbizmals
abissal	abisal
abissal	əbisal
abissals	abisals
abissals	əbisals
abiòtic	abiɔtik
abiòtic	əbiɔtik
ablació	ablasio
ablació	əbləsio
ablatiu	ablatiw
ablatiu	əblətiw
abocada	abokada
abocada	əbokadə
abocada	əbukadə
abocades	abokades
abocades	əbokadəs
abocades	əbukadəs
abocar	abokaɾ
abocar	əboka
abocar	əbuka
abocat	abokat
abocat	əbokat
abocat	əbukat
abocats	abokats
abocats	əbokats
abocats	əbukats
abolicionista	abolisionista
abolicionista	əbolisiunistə
abolicionista	əbulisiunistə
abolicionistes	abolisionistes
abolicionistes	əbolisiunistəs
abolicionistes	əbulisiunistəs
abolicions	abolisions
abolicions	əbolisions
abolicions	əbulisions
abolició	abolisio
abolició	əbolisio
abolició	əbulisio
abolida	abolida
abolida	əbulidə
abolides	abolides
abolides	əbulidəs
abolir	aboliɾ
abolir	əbuli
abolit	abolit
abolit	əbulit
abolits	abolits
abolits	əbulits
abominable	abominable
abominable	əbominablə
abominable	əbuminablə
abominables	abominables
abominables	əbominabləs
abominables	əbuminabləs
abominada	abominada
abominada	əbominadə
abominada	əbuminadə
abominades	abominades
abominades	əbominadəs
abominades	əbuminadəs
abominat	abominat
abominat	əbominat
abominat	əbuminat
abominats	abominats
abominats	əbominats
abominats	əbuminats
abonada	abonada
abonada	əbonadə
abonada	əbunadə
abonades	abonades
abonades	əbonadəs
abonades	əbunadəs
abonament	abonament
abonament	əbonəment
abonament	əbunəmen
abonar	abonaɾ
abonar	əbona
abonar	əbuna
abonat	abonat
abonat	əbonat
abonat	əbunat
abonats	abonats
abonats	əbonats
abonats	əbunats
aboni	abɔni
aboni	əbɔni
abonyegar	aboɲeɡaɾ
abonyegar	əboɲəɡa
abonyegar	əbuɲəɡa
abordada	aboɾdada
abordada	əboɾdadə
abordada	əburdadə
abordades	aboɾdades
abordades	əboɾdadəs
abordades	əburdadəs
abordar	aboɾdaɾ
abordar	əboɾda
abordar	əburda
abordares	aboɾdaɾes
abordares	əboɾdaɾəs
abordares	əburdaɾəs
abordaria	aboɾdaɾia
abordaria	əboɾdəɾiə
abordaria	əburdəɾiə
abordat	aboɾdat
abordat	əboɾdat
abordat	əburdat
abordatge	aboɾdad͡ʒe
abordatge	əboɾdad͡ʒə
abordatge	əburdad͡ʒə
abordatges	aboɾdad͡ʒes
abordatges	əboɾdad͡ʒəs
abordatges	əburdad͡ʒəs
abordats	aboɾdats
abordats	əboɾdats
abordats	əburdats
abordava	aboɾdava
abordava	əboɾdavə
abordava	əburdabə
abordés	aboɾdes
abordés	əboɾdes
abordés	əburdes
aborígens	aboɾid͡ʒens
aborígens	əbuɾiʒəns
abracem	abɾasɛm
abracem	əbɾəsɛm
abraces	abɾases
abraces	əbɾasəs
abraham	abɾaam
abraham	əbɾəam
abranda	abɾanda
abranda	əbɾandə
abrandada	abɾandada
abrandada	əbɾəndadə
abrandades	abɾandades
abrandades	əbɾəndadəs
abrandar	abɾandaɾ
abrandar	əbɾənda
abrandares	abɾandaɾes
abrandares	əbɾəndaɾəs
abrandaria	abɾandaɾia
abrandaria	əbɾəndəɾiə
abrandat	abɾandat
abrandat	əbɾəndat
abrandats	abɾandats
abrandats	əbɾəndats
abrandava	abɾandava
abrandava	əbɾəndabə
abrandava	əbɾəndavə
abrandes	abɾandes
abrandes	əbɾandəs
abrando	abɾando
abrando	əbɾando
abrando	əbɾandu
abrandés	abɾandes
abrandés	əbɾəndes
abraonada	abɾaonada
abraonada	əbɾəonadə
abraonada	əbɾəunadə
abraonades	abɾaonades
abraonades	əbɾəonadəs
abraonades	əbɾəunadəs
abraonar	abɾaonaɾ
abraonar	əbɾəona
abraonar	əbɾəuna
abraonat	abɾaonat
abraonat	əbɾəonat
abraonat	əbɾəunat
abraonats	abɾaonats
abraonats	əbɾəonats
abraonats	əbɾəunats
abrasiu	abɾaziw
abrasiu	əbɾəziw
abraça	abɾasa
abraça	əbɾasə
abraçada	abɾasada
abraçada	əbɾəsadə
abraçades	abɾasades
abraçades	əbɾəsadəs
abraçant	abɾasant
abraçant	əbɾəsan
abraçant	əbɾəsant
abraçar	abɾasaɾ
abraçar	əbɾəsa
abraçarem	abɾasaɾem
abraçarem	əbɾəsəɾəm
abraçarem	əbɾəsəɾɛm
abraçares	abɾasaɾes
abraçares	əbɾəsaɾəs
abraçaria	abɾasaɾia
abraçaria	əbɾəsəɾiə
abraçaràs	abɾasaɾas
abraçaràs	əbɾəsəɾas
abraçat	abɾasat
abraçat	əbɾəsat
abraçats	abɾasats
abraçats	əbɾəsats
abraçava	abɾasava
abraçava	əbɾəsabə
abraçava	əbɾəsavə
abraços	abɾasos
abraços	əbɾasos
abraços	əbɾasus
abraçàrem	abɾasaɾem
abraçàrem	əbɾəsaɾəm
abreujada	abɾewd͡ʒada
abreujada	əbɾəwʒadə
abreujades	abɾewd͡ʒades
abreujades	əbɾəwʒadəs
abreujar	abɾewd͡ʒaɾ
abreujar	əbɾəwʒa
abreujat	abɾewd͡ʒat
abreujat	əbɾəwʒat
abreujats	abɾewd͡ʒats
abreujats	əbɾəwʒats
abrevia	abɾevia
abrevia	əbɾəbiə
abrevia	əbɾəviə
abreviada	abɾeviada
abreviada	əbɾəbiadə
abreviada	əbɾəviadə
abreviades	abɾeviades
abreviades	əbɾəbiadəs
abreviades	əbɾəviadəs
abreviarem	abɾeviaɾem
abreviarem	əbɾəbiəɾɛm
abreviarem	əbɾəviəɾəm
abreviares	abɾeviaɾes
abreviares	əbɾəbiaɾəs
abreviares	əbɾəviaɾəs
abreviaria	abɾeviaɾia
abreviaria	əbɾəbiəɾiə
abreviaria	əbɾəviəɾiə
abreviat	abɾeviat
abreviat	əbɾəbiat
abreviat	əbɾəviat
abreviats	abɾeviats
abreviats	əbɾəbiats
abreviats	əbɾəviats
abreviatura	abɾeviatuɾa
abreviatura	əbɾəbiətuɾə
abreviatura	əbɾəviətuɾə
abreviava	abɾeviava
abreviava	əbɾəbiabə
abreviava	əbɾəviavə
abreviem	abɾeviɛm
abreviem	əbɾəbiɛm
abreviem	əbɾəviɛm
abrevies	abɾevies
abrevies	əbɾəbiəs
abrevies	əbɾəviəs
abrevio	abɾevio
abrevio	əbɾəbiu
abrevio	əbɾəvio
abric	abɾik
abric	əbɾik
abrigada	abɾiɡada
abrigada	əbɾiɡadə
abrigades	abɾiɡades
abrigades	əbɾiɡadəs
abrigar	abɾiɡaɾ
abrigar	əbɾiɡa
abrigat	abɾiɡat
abrigat	əbɾiɡat
abrigats	abɾiɡats
abrigats	əbɾiɡats
abril	abɾil
abril	əbɾil
abrupta	abɾupta
abrupta	əbɾuptə
abruptament	abɾuptament
abruptament	əbɾuptəmen
