a	a
a	ɐ
aba	aβɐ
abacate	ɐβɐkatɨ
abacateiro	ɐbakɐtɐjɾu
abacaxi	ɐbɐkɐʃi
abacaxizeiro	ɐbɐkɐʃizɐjɾu
abacial	ɐbɐsial
abacista	ɐbasiʃtɐ
abactor	ɐbɐktoɾ
abade	ɐbadɨ
abadesa	abadeza
abadessa	abɐdesɐ
abadia	ɐbɐdiɐ
abafada	ɐbɐfadɐ
abafadamente	ɐbɐfadɐmẽtɨ
abafadiço	ɐbɐfɐdisu
abafado	ɐbɐfadu
abafador	ɐbɐfɐdoɾ
abafar	ɐbɐfaɾ
abafação	ɐbɐfɐsɐ̃w̃
abaixamento	ɐbajʃɐmẽtu
abaixar	ɐbɐjʃaɾ
abaixo	ɐbajʃu
abajur	abɐʒuɾ
abalado	ɐbɐladu
abalar	ɐbɐlaɾ
abalava	ɐbɐlavɐ
abalizado	ɐbɐlizadu
abalou	ɐbɐlow
abanar	ɐbɐnaɾ
abandonada	ɐβɐ̃dunaðɐ
abandonado	ɐβɐ̃dunaðu
abandonar	ɐbɐ̃dunaɾ
abandonara	ɐβɐ̃dunaɾɐ
abandonará	ɐβɐ̃dunɐɾa
abandono	ɐβɐ̃donu
abandono	ɐβɐ̃dɔnu
abas	aβɐʃ
abastado	ɐβɐʃtaðu
abastar	ɐβɐʃtaɾ
abastecer	ɐβɐʃtɨseɾ
abater	ɐbɐteɾ
abatimento	ɐβɐtimẽtu
abaxial	ɐβɐksjal
abdicar	ɐbdikaɾ
abdicar	ɐβðikaɾ
abduzir	aβðuziɾ
abdómen	ɐbdɔmɛn
abel	abɛɫ
abelha	ɐβeʎɐ
abelha	ɐβɐjʎɐ
abelha	ɐβɐʎɐ
abençoado	ɐβẽswaðu
abençoar	ɐβẽswaɾ
aberta	ɐβɛɾtɐ
abertas	ɐβɛɾtɐʃ
aberto	ɐbɛɾtu
abertos	ɐβɛɾtuʃ
abertura	ɐβɨɾtuɾɐ
abeto	ɐβɛtu
abismar	ɐβiʒmaɾ
abismo	ɐβiʒmu
abissal	ɐβisaɫ
abjeto	ɐbʒɛtu
abjeção	ɐbʒɛsɐ̃w̃
abobadar	ɐβuβɐðaɾ
abobado	abobadu
abolição	ɐβulisɐ̃w̃
abominar	ɐβuminaɾ
abominação	ɐβuminɐsɐ̃w̃
abomináveis	ɐβuminavɛʃ
abominável	ɐβuminavɛɫ
abondança	ɐβõdɐ̃sɐ
aborto	ɐboɾtu
aborto	ɐbɔɾtu
aborígene	ɐβuɾiʒɨnɨ
abotoar	ɐbutwaɾ
abrandamento	ɐβɾɐ̃dɐmẽtu
abrandar	ɐbɾɐ̃daɾ
abranger	ɐβɾɐ̃ʒeɾ
abrangência	abɾɐ̃ʒẽsja
abrantes	ɐβɾɐ̃tɨʃ
abraçar	ɐbɾɐsaɾ
abraço	ɐβɾasu
abraços	ɐβɾasus
abria	ɐβɾiɐ
abricó	abɾikɔ
abrigado	ɐβɾiɣaðu
abrigar	ɐbɾiɡaɾ
abrigo	ɐβɾiɣu
abril	ɐbɾil
abrindo	ɐβɾĩdu
abrir	ɐβɾiɾ
abriu	ɐβɾiw
abrunho	ɐβɾuɲu
abrupto	ɐβɾuptu
absolutamente	ɐbsulutɐmẽtɨ
absoluto	ɐbsulutu
absonância	absonɐ̃sja
abstenção	ɐbʃtẽsɐ̃w̃
abstrair	ɐβʃtɾɐiɾ
absurdo	ɐbsuɾðu
abundante	ɐbũdɐ̃tɨ
abundar	ɐbũdaɾ
abundância	ɐbũdɐ̃sjɐ
abusar	ɐbuzaɾ
abusar	ɐβuzaɾ
abutre	ɐβutɾɨ
abóbada	ɐβɔβɐðɐ
abóbeda	ɐβɔβɨðɐ
abóbora	ɐβɔβuɾɐ
acaba	ɐkaβɐ
acabado	ɐkɐβaðu
acabando	ɐkɐβɐ̃du
acabar	ɐkɐbaɾ
acabava	ɐkɐβavɐ
acabou	ɐkɐβow
academia	ɐkɐðɨmiɐ
académico	ɐkɐdɛmiku
acaju	akaʒu
acalmar	ɐkaɫmaɾ
acamado	ɐkɐmaðu
acampamento	ɐkɐ̃pɐmẽtu
acampar	ɐkɐ̃paɾ
acanhado	ɐkɐɲadu
acarretar	ɐkɐʁɨtaɾ
acartar	ɐkɐɾtaɾ
acaso	ɐkazu
aceder	ɐsɨðeɾ
aceitar	ɐsejtaɾ
aceitar	ɐsɐjtaɾ
acelerador	ɐsɨlɨɾɐðoɾ
acelerar	ɐsɨlɨɾaɾ
acendendo	ɐsẽdẽdu
acender	ɐsẽdeɾ
aceno	ɐsenu
acento	ɐsẽtu
acepipe	asepipi
acercar	ɐsɨɾkaɾ
acertar	ɐsɨɾtaɾ
acerto	aseɾtu
acerto	aseʁtu
acerto	asɛɾtu
acerto	asɛʁtu
aceso	ɐsezu
acessar	ɐsɨsaɾ
acesso	ɐsɛsu
acetato	ɐsɨtatu
acha	aʃɐ
achado	ɐʃaðu
achanar	ɐʃɐnar
achando	ɐʃɐ̃du
achaparrado	aʃapaʁadu
achaparrar	aʃapaʁaɾ
achaque	ɐʃakɨ
achar	ɐʃaɾ
achava	ɐʃavɐ
acho	aʃu
achou	ɐʃow
acidente	ɐsidẽtɨ
acima	ɐsimɐ
aclarar	ɐklɐɾaɾ
acolhedor	ɐkuʎɨðoɾ
acolher	ɐkuʎeɾ
acolhimento	ɐkuʎimẽtu
acomete	akomɛtʃi
acompanhado	ɐkõpɐɲaðu
acompanhar	ɐkõpɐɲaɾ
aconchego	ɐkõʃeɣu
aconselhada	ɐkõsɨʎaðɐ
aconselhado	ɐkõsɨʎaðu
aconselhar	ɐkõsɨʎaɾ
acontecer	ɐkõtɨseɾ
acontecimento	ɐkõtɨsimẽtu
acordado	ɐkuɾðaðu
acordar	ɐkuɾdaɾ
acordo	ɐkoɾðu
acordo	ɐkɔɾðu
acostar	ɐkuʃtaɾ
acostumado	ɐkuʃtumaðu
acostumar	ɐkuʃtumaɾ
acre	akɾɨ
acreditar	ɐkɾɨðitaɾ
acrescentar	ɐkɾɨʃsẽtaɾ
acrescentou	ɐkɾɨʃsẽtow
acrescer	ɐkɾɨʃseɾ
acrograma	akɾoɡɾɐ̃mɐ
actuação	ɐtwɐsɐ̃w̃
acudir	ɐkuðiɾ
acudiu	ɐkuðiw
acurácia	akuɾasja
acusado	ɐkuzaðu
acusar	ɐkuzaɾ
acúmulo	akumulu
acúmulo	ɐkumulu
adamastor	ɐðɐmɐʃtoɾ
adaptação	ɐðɐptɐsɐ̃w̃
adega	ɐðɛɣɐ
adelo	ɐðɛlu
adentrar	adẽtɾaʁ
adesão	ɐðɨzɐ̃w̃
adeus	ɐðewʃ
adiantar	ɐdjɐ̃taɾ
adiante	ɐðjɐ̃tɨ
adiantou	ɐdjɐ̃tow
adicionar	ɐðisjunaɾ
adivinhar	ɐðiviɲaɾ
adição	ɐdisɐ̃w̃
administrador	ɐdminiʃtɾɐdoɾ
administrar	ɐdminiʃtrar
admirador	ɐðmiɾɐdoɾ
admirar	ɐdmiɾaɾ
admiração	ɐdmiɾɐsɐ̃w̃
admitir	ɐdmitiɾ
admoestar	ɐdmwɛʃtar
adoecer	ɐðuɨseɾ
adoecer	ɐðwɨseɾ
adolescência	ɐðulɨʃsẽsjɐ
adorar	ɐðuɾaɾ
adormecido	ɐðuɾmɨsiðu
adornar	ɐðuɾnaɾ
adorno	ɐðoɾnu
adorno	ɐðɔɾnu
adorável	ɐðuɾavɛɫ
adotar	ɐðɔtaɾ
adoçante	aðusɐ̃tɨ
adoçar	ɐðusaɾ
adoção	ɐðɔsɐ̃w̃
adrede	ɐðɾeðɨ
adscrito	ɐðɨʃkɾitu
aduela	ɐdwɛlɐ
adufe	ɐðufɨ
adular	ɐdulaɾ
adulto	ɐðuɫtu
adverso	ɐdvɛɾsu
adversário	ɐdvɨɾsaɾju
adão	ɐðɐ̃w̃
adélio	adɛlju
aeroporto	ɐɛɾɔpoɾtu
afagar	ɐfɐɡaɾ
afago	ɐfaɡu
afamar	ɐfɐmaɾ
afastado	ɐfɐʃtaðu
afastar	ɐfɐʃtaɾ
afazendar	ɐfɐzẽdar
afeganistão	ɐfɨɣɐniʃtɐ̃w̃
afeiçoar	ɐfɐjswar
afeição	ɐfɐjsɐ̃w
afetar	ɐfɛtaɾ
afete	afɛtʃi
afeto	ɐfɛtu
afiançar	ɐfjɐ̃saɾ
afiar	ɐfjaɾ
afigurar	ɐfiɡuɾaɾ
afim	afĩ
afinal	ɐfinaɫ
afinar	ɐfinaɾ
afinidade	ɐfiniðaðɨ
afirmar	ɐfiɾmaɾ
afixar	ɐfiksaɾ
aflita	ɐflitɐ
aflito	ɐflitu
aflição	ɐflisɐ̃w̃
aflorar	ɐfluɾaɾ
afogar	ɐfuɡaɾ
afoito	afojtu
afonso	ɐfõsu
afora	ɐfɔɾɐ
afortunadamente	ɐfuɾtunaðɐmẽtɨ
africano	ɐfɾikɐnu
afrontar	ɐfɾõtaɾ
afta	afitɐ
afta	afta
afta	aftɐ
afugentar	ɐfuʒẽtaɾ
afundar	ɐfũdaɾ
afável	ɐfavɛɫ
afã	ɐfɐ̃
agachar	ɐɡaʃaɾ
agadá	ɐɣɐða
agaloar	ɐɡɐlwaɾ
agami	ɐɣɐmi
agasalhar	ɐɣɐzɐʎaɾ
agasalho	ɐɣɐzaʎu
agiota	ɐʒjɔtɐ
agiotagem	ɐʒjutaʒɐ̃j̃
agir	ɐʒiɾ
agitadamente	ɐʒitaðɐmẽtɨ
agitado	ɐʒitaðu
agitar	ɐʒitaɾ
agitação	ɐʒitɐsɐ̃w̃
agoiro	ɐɣojɾu
agoiros	ɐɣojɾuʃ
agora	ɐɡɔɾɐ
agosto	ɐɡoʃtu
agoural	ɐɣowɾaɫ
agourar	ɐɡowɾaɾ
agouro	ɐɡowɾu
agouros	ɐɣowɾuʃ
agradar	ɐɡɾɐdaɾ
agradara	ɐɣɾɐðaɾɐ
agradável	ɐɣɾɐðavɛɫ
agrafador	ɐɡɾɐfɐdoɾ
agrafo	ɐɡɾafu
agreste	ɐɣɾɛʃtɨ
agrupamento	ɐɣɾupɐmẽtu
agrupar	ɐɣɾupaɾ
aguadeiro	aɡwɐdɐjɾu
aguante	ɐɣwɐ̃tɨ
aguar	ɐɡwaɾ
aguardente	aɣwaɾðẽtɨ
agudo	ɐɣuðu
aguerrido	aɡeridu
aguerrido	aɡeʁidu
aguião	ɐɣjɐ̃w̃
aguça	ɐɣusɐ
aguçar	ɐɣusaɾ
agá	ɐɣa
agência	ɐʒẽsjɐ
ah	a
aidético	ajdɛtʃiku
ainda	ɐĩdɐ
aio	aju
aipim	ajpĩ
airoso	ajɾozu
aja	aʒɐ
ajoelhar	ɐʒwɨʎaɾ
ajuda	ɐʒuðɐ
ajudante	ɐʒuðɐ̃tɨ
ajudar	ɐʒudaɾ
ajudar	ɐʒuðaɾ
ajuntamento	ɐʒũtɐmẽtu
ajuntar	ɐʒũtaɾ
ajustado	ɐʒuʃtaðu
ajustar	ɐʒuʃtaɾ
ajuste	ɐʒuʃtɨ
al	aɫ
ala	alɐ
alabarda	alɐbaɾdɐ
alabarda	alɐbaɾðɐ
alambique	ɐlɐ̃bikɨ
alameda	ɐlɐmeðɐ
alameda	ɐlɐmɛðɐ
alandroal	ɐlɐ̃dɾuaɫ
alapar	ɐlɐpaɾ
alar	ɐlaɾ
alargar	ɐlɐɾɣaɾ
alarve	ɐlaɾvɨ
albufeira	ɐɫβufɐjɾɐ
albânia	aɫβɐniɐ
albânia	aɫβɐnjɐ
alcachofra	aɫkɐʃofɾɐ
alcalinidade	ɐɫkɐlinidaðɨ
alcaloide	aɫkɐlɔjdɨ
alcanena	ɐɫkɐnenɐ
alcançar	aɫkɐ̃saɾ
alcanço	aɫkɐ̃su
alcateia	aɫkɐtejɐ
alcateia	aɫkɐtɐjɐ
alcatifa	aɫkɐtifɐ
alcatrão	aɫkɐtɾɐ̃w
alcobaça	ɐɫkuβasɐ
alcochete	ɐɫkuʃetɨ
alcoutim	ɐɫkowtĩ
alcova	aɫkovɐ
alcunha	aɫkuɲɐ
alcácer	aɫkasɛɾ
alcáçova	aɫkasuvɐ
aldeia	aɫdejɐ
aldeia	aɫdɐjɐ
aldraba	aɫdɾaβɐ
alecrim	ɐlɨkɾĩ
